timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1627581247930,409,HTTP Request Poster Img,200,OK,Thread Group 1-40,bin,true,,425075,163,16,16,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,89,0,57
1627581247934,412,HTTP Request Poster Img,200,OK,Thread Group 1-33,bin,true,,369044,163,15,15,http://sustentable-poster-pre.flow.com.ar/img/default/10003385.jpg,85,0,60
1627581247934,419,HTTP Request Poster Img,200,OK,Thread Group 1-10,bin,true,,306106,163,14,14,http://sustentable-poster-pre.flow.com.ar/img/default/10009487.jpg,91,0,60
1627581247930,423,HTTP Request Poster Img,200,OK,Thread Group 1-12,bin,true,,306106,163,14,14,http://sustentable-poster-pre.flow.com.ar/img/default/10009487.jpg,93,0,58
1627581247926,430,HTTP Request Poster Img,200,OK,Thread Group 1-47,bin,true,,425075,163,12,12,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,93,0,62
1627581247933,435,HTTP Request Poster Img,200,OK,Thread Group 1-21,bin,true,,369044,163,11,11,http://sustentable-poster-pre.flow.com.ar/img/default/10003385.jpg,86,0,54
1627581247924,448,HTTP Request Poster Img,200,OK,Thread Group 1-11,bin,true,,474237,163,10,10,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,95,0,64
1627581247930,475,HTTP Request Poster Img,200,OK,Thread Group 1-28,bin,true,,425075,163,9,9,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,89,0,58
1627581247924,504,HTTP Request Poster Img,200,OK,Thread Group 1-3,bin,true,,474237,163,8,8,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,94,0,63
1627581247925,503,HTTP Request Poster Img,200,OK,Thread Group 1-45,bin,true,,474237,163,8,8,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,94,0,55
1627581247932,548,HTTP Request Poster Img,200,OK,Thread Group 1-24,bin,true,,474237,163,6,6,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,92,0,62
1627581247932,1212,HTTP Request Poster Img,200,OK,Thread Group 1-14,bin,true,,140157,163,5,5,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,1125,0,1095
1627581247930,1298,HTTP Request Poster Img,200,OK,Thread Group 1-42,bin,true,,306106,163,4,4,http://sustentable-poster-pre.flow.com.ar/img/default/10009487.jpg,1127,0,1097
1627581247929,1329,HTTP Request Poster Img,200,OK,Thread Group 1-29,bin,true,,474237,163,3,3,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,1128,0,1104
1627581247934,1342,HTTP Request Poster Img,200,OK,Thread Group 1-15,bin,true,,369044,163,2,2,http://sustentable-poster-pre.flow.com.ar/img/default/10003385.jpg,1123,0,1093
1627581247933,1354,HTTP Request Poster Img,200,OK,Thread Group 1-9,bin,true,,425075,163,1,1,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,1124,0,1094
1627581289149,186,HTTP Request Poster Img,200,OK,Thread Group 1-39,bin,true,,80733,163,50,50,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,116,0,81
1627581289153,182,HTTP Request Poster Img,200,OK,Thread Group 1-36,bin,true,,80733,163,50,50,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,112,0,77
1627581289154,208,HTTP Request Poster Img,200,OK,Thread Group 1-7,bin,true,,80733,163,48,48,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,112,0,76
1627581289150,224,HTTP Request Poster Img,200,OK,Thread Group 1-26,bin,true,,80733,163,47,47,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,128,0,80
